image,score
13334_right.jpg,41.48894024423029
8105_right.jpg,36.84463901015167
30295_right.jpg,44.497635870657604
4132_right.jpg,42.3781604381231
22663_right.jpg,20.139287882191383
35879_right.jpg,28.5380385013477
39490_right.jpg,28.188921181072345
14699_right.jpg,22.389147277397882
30262_left.jpg,35.228401068599936
17216_right.jpg,37.95939856107552
30941_right.jpg,38.3174049304607
24077_left.jpg,30.54465381379029
6836_left.jpg,32.41271245135974
15701_left.jpg,33.9489860428026
25687_right.jpg,33.25486581331833
19206_right.jpg,23.275218030718946
9098_left.jpg,28.747819025957455
37797_left.jpg,34.57706269648665
44184_left.jpg,40.64319904694409
19722_right.jpg,41.96293000202283
1445_right.jpg,24.953519701999852
38552_left.jpg,20.080593029196137
23810_right.jpg,33.07475082688674
14061_left.jpg,34.55963175817928
14193_left.jpg,31.623651102703064
11673_right.jpg,37.6446693328223
29800_right.jpg,15.826534360957766
7127_right.jpg,46.40837534748502
37575_right.jpg,37.74312088333201
7834_right.jpg,31.64601455106876
36487_right.jpg,25.090559153953308
42960_right.jpg,41.151200742933014
25327_left.jpg,42.5325453837747
9a7bd084395e.jpg,43.35054695725657
24035_left.jpg,34.98459363670608
36329_left.jpg,19.93205152535174
11231_left.jpg,30.430086237075187
37818_left.jpg,36.30271108575036
42470_right.jpg,39.27919776468238
39898_right.jpg,25.353248121838732
14558_right.jpg,29.990477298162176
20708_left.jpg,31.275513434798626
34409_right.jpg,45.954934303756744
8444_right.jpg,44.27740989807714
9370_right.jpg,36.65809227546501
13135_left.jpg,32.17007920992759
43377_right.jpg,30.77080542341045
23268_right.jpg,34.12283742461861
8089_left.jpg,30.604017798136823
23741_right.jpg,38.24158850861622
15612_left.jpg,36.719064570581594
15799_right.jpg,26.898799464511825
30494_left.jpg,43.118022413576426
13262_left.jpg,24.871919255103393
23723_left.jpg,34.06166161245707
41589_right.jpg,39.9757569139866
13658_left.jpg,38.20261647465392
25991_right.jpg,33.12888871840275
4450_left.jpg,30.982390546369146
17276_left.jpg,30.939187852744084
10476_left.jpg,42.49390092428902
37343_left.jpg,26.10455528386737
9150_left.jpg,33.3678105496916
8757_right.jpg,37.25637424433998
42865_right.jpg,29.721846374512637
43930_left.jpg,28.860598556317512
23767_left.jpg,43.838129361989985
40979_right.jpg,28.333462653318946
38704_right.jpg,21.667483324179983
32135_left.jpg,41.94884561658873
27482_left.jpg,44.70077684591055
41626_left.jpg,20.99264840339592
26332_left.jpg,38.115740545877514
11911_left.jpg,19.337608025053072
26460_right.jpg,34.76488820328174
26950_right.jpg,45.01439067794908
29268_left.jpg,32.758833066219694
34620_right.jpg,31.876388762893924
9a56cfb980ec.jpg,28.65981096291759
32846_left.jpg,28.994914545044452
5968_left.jpg,21.96170495812848
36883_left.jpg,23.670659587054473
29725_left.jpg,34.80164874618228
42769_left.jpg,33.41381905738385
11781_right.jpg,33.395074788853634
20552_left.jpg,29.387796923454715
18071_left.jpg,29.71208437114953
41492_left.jpg,39.81673267104631
25660_left.jpg,29.981607743720446
34229_right.jpg,17.88535796559765
22844_right.jpg,37.97518568086943
14409_left.jpg,36.80682585432302
32725_right.jpg,45.511863766863456
15979_right.jpg,35.657888786499456
2058_left.jpg,33.73916059219229
28427_left.jpg,26.514254842323425
19319_left.jpg,21.91464385781441
8212_right.jpg,29.81059395115264
16561_right.jpg,25.16156638959248
12150_left.jpg,35.81916437232016
13347_right.jpg,36.72004134229414
2821_right.jpg,40.56471574901079
37457_left.jpg,47.64600398677564
6424_right.jpg,20.28855301837436
24042_right.jpg,31.782761433104127
40305_left.jpg,33.582726329069345
8385_right.jpg,37.80018473824086
40374_left.jpg,22.11818396762598
23214_left.jpg,24.59063957789803
31250_right.jpg,28.193336535170346
43458_left.jpg,31.63460141676771
4474_right.jpg,25.22453272020809
271_left.jpg,30.61737468979831
42336_left.jpg,27.48967594883399
18027_right.jpg,36.35151337107797
7247a2c97f71.jpg,44.34431880886129
18373_left.jpg,28.595699430568715
16193_right.jpg,29.434169052324336
8065_left.jpg,39.799011960147226
1304_right.jpg,22.579633586870813
12001_left.jpg,27.765340325627648
24723_left.jpg,45.980489326353194
306c841af3fc.jpg,26.242708031187107
29599_right.jpg,33.17667216256618
30316_right.jpg,35.77519560218147
8267_left.jpg,22.593393355517918
42552_right.jpg,25.101183009611844
18853_left.jpg,35.95743044347475
